content,score,reviewCreatedVersion,at
"Saya pengguna baru ovo , saya coba nyimpan uang buat transaksi 50k , lha kok saldo saya tiba2 hilang , aneh bin ajaib padahal saldo saya blom kepakek transaksi.., mengadu di cs lwat email proses'nya ribet , ruwet , jelimet..😇😇 , saya rasa amplikasi ovo gk aman buat bertransaksi 🤔😏",1,3.104.0,19/03/2024
Jangan berani2 simpan uang kalian di ovo karna jika nanti akun hilang nomornya pasti bakal di persulit dan ngga akan bisa terbuka kembali mending pake dana atau gopay,1,3.104.0,19/03/2024
Sesudah di install dan masukkan nomor hp. Di suruh ketik nama kok gak bisa... Halloooooooo gak jelas ini OVO,1,3.104.0,19/03/2024
Perbaiki woy karena udah nyaman dan tolong tingkatkan lagi kualitasnya,1,3.104.0,19/03/2024
"Parah, Transaksi berhasil tapi ke Rekening tujuan ga masuk. Makin lama makin buruk huuuuuuu",1,3.104.0,19/03/2024
semoga sangat membatu,5,3.104.0,19/03/2024
Pembayaran QRIS tidak bisa untuk nominal tertentu.,4,3.104.0,19/03/2024
Pas mau ngasih nama buat transfer gak bisa cuma. Bisa satu huruf kapital,1,3.104.0,19/03/2024
Gampang pakenya,5,3.104.0,19/03/2024
sambil santai rebahan g usah pergi kmna2 sdh bs mlkukan transaksi,5,3.104.0,19/03/2024
Ovo ini udah erorr mahu ugrade aja susahnya minta ampun. itu kolom pencarian alamat kecamatan dan kelurahan gak lengkap di tulispun gak bisa. Itu adanya di mana sedangkan kecamatan dan kelurahan lain ada tapi yang ku cari gak ada. di tulis dan di isi sendiripun gak bisa. Emang udah gak layak di gunakan ini apk.,1,3.104.0,19/03/2024
Cara ubah nomer lama ke no baru email sudah lupa,1,3.104.0,19/03/2024
Gw saranin jngan pernah pakek apk ini. Apk ini tidak bertanggung jawab. Saldo saya hilang sedangkan saya tidak merasa TF ke orang tersebut. Saya tanya ke cs nya malah cs nya suka ngilang gw saranin jangan pernah pkek apk ini,1,3.104.0,19/03/2024
Oke saya slalu transaksi menggunakan ovo,5,3.104.0,19/03/2024
"Mantabbb,mudah dan cepat prisesnya",5,3.104.0,19/03/2024
"Securty cybercrime kurang bagus, sebagai peguna ovo dan pengemudi taksi online gampang d hack, tadi saya baru dapet dapet penumpang d titik a k titik b, ketika saya mau menjemput k titik a,pihak hack wa tolol jemput sesuai titik,layaknya costumer,tau2 pihak hack udah beraksi,aplikasi akun ovo driver udah pindah k akun ovo hack, padahal d ovo udah password sidik jari dan password angka tetap ajA bisa d bobol,ovo juga premium,setelah melancarkan aksi pelaku hack langsung cancel onderanya.",1,3.104.0,19/03/2024
"Aplikasi Sering EROR saat melakukan transaksi, tolong dong segera di atasi",1,3.104.0,19/03/2024
Bagus dan menarii,4,3.104.0,19/03/2024
"Oke bos, kasih bonus2 dong selama penggunaan belom ada reward sama sekali",5,3.104.0,19/03/2024
Setiap isi saldo dan pembayaran selalu saldo di potong Rp 1.000.,3,3.104.0,19/03/2024
"Pliss Gaakk usah download apk.inj Sangat tidak cocok untuk di gunakan dalam Proses transaksi, adminnya sangat yang besar. Menyesal pake Apk.ini",1,3.104.0,19/03/2024
"Mau daftar aja susah,. Di suruh isi nama nggak bisa di tekan tombolnya. Saya pikir hp saya yang rusak, ehh pas keti chat di wa aja lancar , kok mau isi nama lengkap aja nggak bisa di tekan tombol2nya",1,3.104.0,19/03/2024
Cukup dipersulit untuk upgrade premier call center pun sama bot... Masih di bolak balik aja gak ada penyelesaian nya kesal saya udah 4 hari gak bisa2 upgrade,1,3.104.0,19/03/2024
Jelek bgt ovo ini uang saya hilang 200rb aja lama penyelesaianya... Gk kembali2...,1,3.104.0,19/03/2024
semakin diupgrade malah parah gagal transfer trus meskipun pakai kode Qr tetap tidak bisa sudah menghubungi customer service jawabnnya tetap tapi tidak ada tindakan memperbaiki aplikasinya,1,3.104.0,19/03/2024
Knp ga bs top up? Perbaiki lah,1,3.104.0,19/03/2024
Fast bgt g prlu ribet 👍👍,5,3.104.0,19/03/2024
"tolong banget, tiap mau konfirmasi transaksi notif update selalu muncul padahal aplikasi sudah di update, yang akhirnya saldo terpotong tapi kuota tidak masuk",2,3.104.0,19/03/2024
Semoga aman&amanah,5,3.104.0,19/03/2024
"aplikasi ini kok gak bisa bikin akun ,mau ketik nama saja susah dan sudah berapa kali tetap gak bisa..bilangnya masukin nama ,tapi pas d ketik cuma satu huruf sudah minimal 3karakter ,d lanjutkan tetap gak bisa",1,3.104.0,19/03/2024
Tranfer sering error... trafer lama prosesnya lama.... dan terkadang ngebug,1,3.104.0,19/03/2024
"Pelayanan buruk banget, masa transfer pake Qris tulisannya berhasil tapi saldo ga masuk"", mana nominalnya lumayan, udah usaha komplain tp gada jalan kluar, udah di kirimin mutasi rekening juga tetep gada respon.",1,3.104.0,19/03/2024
"Okey sudah teratasi masalah saya, terima kasih atas kinerja pengembang dan tim ovo atas fast respon anda",5,3.104.0,19/03/2024
Sangat mengecewakan..!,1,3.104.0,19/03/2024
Bukan kasih solusi saya tf QR ke bank mandiri tp TRX berhasil uang ntah kmn CPt saya perlu uang itu lh,1,3.104.0,19/03/2024
Lama banget verifikasinya.. Hmpir 3 hari belum juga premier.. Dulu perasaan cepat kalo ngupdate ke premier? Hmm Parah ni aplikasi sekarang!,1,3.104.0,19/03/2024
Saya pakai ovo karena tdk punya rekening bank Sisa saldo ovo saya masukan ke ovo INVEST karena bisa langsung jadi saldo ovo Sekarang sedang proses pemindahan aset ke BAREKSA bukankah apkikasi bareksa perlu rekening BANK Terus gunanya apa saya punya akun OVO?,1,3.104.0,19/03/2024
"Ulasan sy yg terdahulu memberikan bintang 1,tp sekarang setelah beberapa Minggu setelah ulasan itu OVO nya membaik dan saya berikan bintang 5 dan merasa puas",5,3.104.0,19/03/2024
Saya mau transaksi bank lain kok engga bisa,5,3.104.0,19/03/2024
"Transfer udah masuk tapi pihak costumer lain tidak menerima saldo, dan saldo saya tidak bisa kembali",1,3.104.0,19/03/2024
Mudah transaksi dg ovo,5,3.104.0,19/03/2024
Mempermudah pembayaran atau pembelian..apalagi buat pekerja kapal seperti saya..terima kasih ovo,5,3.104.0,19/03/2024
Membantu saya bertransaksi secara real time,5,3.104.0,19/03/2024
Lebih ditingkatkan lagi,5,3.104.0,18/03/2024
Disaat yang lain kasih free transfer.. Top up no admin.. Ini ovo top up kena 1500 tf kena 2500.. Mau naik haji bro?,1,3.104.0,18/03/2024
Aplikasi update tiap minggu cok,3,3.104.0,18/03/2024
Penggunaan transaksi melalui aplikasi mudah dipergunakan semoga makin banyak promo diberikan,5,3.104.0,18/03/2024
"Aplikasi tak jelas, uang kesangkut di aplikasi, tarek gak bisa, TF juga gak bisa.. nyesel download ini aplikasi.. rugi.",1,3.104.0,18/03/2024
Malu saya transfer kemaren jam 21 00 sampe sakarang belom nyampe kepada penerima malah sakarang gak bisa transaksi lagi aduhhh kacau ovo,1,3.104.0,18/03/2024
"Utk mau tf harus upgrade dulu, mau upgrade katanya gangguan, lama2 katanya dah limited. Beaoknya jg begitu. App aneh",1,3.104.0,18/03/2024
"Mf saya kurangin, soalnya makin sini makin gak jelas ovo saya premier tapi gak bisa transaksi PARAH",1,3.104.0,18/03/2024
"Kirain apk baguss.. Eehh tau nya parah masa mau masuk juga lama, udahdi masukan kode keamanan masih aja lama, udah gitu gak bisa transaksi lagi masa transaksi cuma 4 kali mau transaksi lagi gagal teruss.. Parahhhhhh",1,3.104.0,18/03/2024
Udah 2 haru saya top up sampai skrng blom masuk masuk .. ngurusin mls banget 😭 saya kecewa sma apk ini,2,3.104.0,18/03/2024
Mudah dan Lengkap Fungsi tuk seluruh transaksi,5,3.104.0,18/03/2024
"Cs Literasi Membaca Minim,Kasih Jawaban Template, Baca",1,3.104.0,18/03/2024
tolong dong ovo tuh jangan terlalu pelit..kasih setiap bulan gratis tf ke semua bank...kaya apk sebelah biar peminat nya banyak..tolong dong,2,3.104.0,18/03/2024
Knpa sya tdak bisa daftar gk jelas banget,1,3.104.0,18/03/2024
Pakai aplikasi ovo mudah dan bagus n saya senang,5,3.104.0,18/03/2024
"Alhamdulillah sudah lebih friendly sekarang bisa transaksi bayar, transfer",5,3.104.0,18/03/2024
Saya suka sama aplikasi ini,5,3.104.0,18/03/2024
Gimana sih ini aplikasi masa mau upgrade ke ovo premier gak bisa terus Padahal baru mau pake ni aplikasi,1,3.104.0,18/03/2024
Kenapa yg jadi kena biaya setiap mengirim...,5,3.104.0,18/03/2024
Parah saya transfer berhasil tapi tidak masuk2 ke rekening tujuannya sudah seminggu,1,3.104.0,18/03/2024
Sya Kasih Dlu Empat Bintang untuk Mempelajarinya,4,3.104.0,18/03/2024
Gampang dan kalo bisa ke bank jngn ada biaya admin lagi dongggg,5,3.104.0,18/03/2024
"waduh bukan dipermudah malah dipersulit ya payah banget ya ovo sekarang ini, mau tf aja harus upgrade dlu udh gtu pake foto ktp tapi gagal terus dan berhasil ternyata nik sdh terdaftar diakun lain, hadehh kecewa",1,3.104.0,18/03/2024
Cepat langsung nyampe,5,3.104.0,18/03/2024
Palikasi ribet... Lebih enak pake dana.. Mau peripikasi ajah ribet nya minta ampun.. Udah beres masih ajah ribet,1,3.104.0,18/03/2024
Sering gagal transfer,1,3.104.0,18/03/2024
"Bagus sih, cuman suka banyak error nya ni apk 🤔",3,3.104.0,18/03/2024
Gemnya 💯% bagus..,5,3.104.0,18/03/2024
"Mantappppp, cepattt tanpaaa ribet. Gampang tinggal pencet kelar deh",5,3.104.0,18/03/2024
"Ovo mulai eror, saya melakukan transfer menggunakan barcod/QRIIS . Saldo ovo terpotong,, tetapi pembayaran tidak masuk",1,3.104.0,18/03/2024
"Pelayanannya sangat baik, ramah, mengerti tentang apa yang konsume butuhkan. Pokoknya terbaik sudah. Cuma satu yang di sayangkan terlalu besar potongannya untuk mengirim antar bank, tolong kedepanya dipertimbangkan lagi tentang potongan ADM atau yang lainya. Terimakasih Ria 🤗🤗🤗",5,3.104.0,18/03/2024
"Kenapa ini ovo, minta upgrade2 tapi makin parah, tfr ke rek bank gak masih proses dari kemarin, coba log out malah log in gak bisa2 sampe skrang👎",1,3.104.0,18/03/2024
gak bisa ketik nama lengkap,1,3.104.0,18/03/2024
Duit saya disini ga bisa ditarik,1,3.104.0,18/03/2024
"untuk perpindahan OVO Invest ke Bareksa kok lama sekali ya ?? saya mau jual beli investasi saham jadi susah sekali, kapan ini selesainya ??? tolong dibantu kerja sama nya pihak ovo ya",4,3.104.0,18/03/2024
Perbaikin sistem tranfernya masa dari malem Minggu sampe Senin siang blm berhasil juga,1,3.104.0,18/03/2024
Mantap lah pokok nya,5,3.104.0,18/03/2024
"kepada ovo saya ingin menyampaikan rasa kekecewaan saya , mengapa ovo terkadang selalu mengalami trouble sistem, jika selalu seperti ini maka pengguna anda kedepannya tidak akan menggunakan layanan mu lagi, saya benar benar sangat kecewa sekali dgn ovo baik pelayanan, sistemnya sama2 sangat kurang sekali memuaskan...",1,3.104.0,18/03/2024
Skrg jadi susah,1,3.104.0,18/03/2024
Cepet dan mudah,5,3.104.0,18/03/2024
Mantap dan membantu,4,3.104.0,18/03/2024
Sangat tidak membantu di saat ada kebutuhan mendadak.... Masa transfer ke rekening sendiri aja memakan waktu berhari-hari...... Ulasan byk yg kasih bintang 1 🥱,1,3.104.0,18/03/2024
Transfer' nggak terkirim2 sampe 2hari lebih. Saldo tidak blik2 lg,1,3.104.0,18/03/2024
Merasa di rugikan,1,3.104.0,18/03/2024
Ko tf ke rex bank dari malem Minggu sampe Senin dini hari Masih dalam proses teruss... Tolong proses kalo gak balikin Saldo nya dong...,5,3.104.0,18/03/2024
"Tolong kirim uang saya segera , aplikasi gak jelas .. kirim uang dari kemarin sampai sekarang masih dalam proses aja .. saldo udh ke tarik .. Nyesel banget pake aplikasi ini ..",1,3.104.0,18/03/2024
Kak saya lupa sandi untuk masuk gmn caranya bisa aktif kembali?,2,3.104.0,18/03/2024
Parah ajg transaksi pending dari tgl 7 trs live chat untuk pengembalian saldo sampai tgl skg blm ada pengembalian Ga malu gitu ngambil uang orang,1,3.104.0,18/03/2024
"Melakukan pembayaran setatus berhasil tapi saldo gak masuk,lapor di pusban berkali2 ribet uwang gak seberapa cuman kalo segitu aja hilang apa lagi banyak.",2,3.104.0,18/03/2024
Terima kasih. Sangat keren👍👍,5,3.104.0,18/03/2024
"stuck di loading screen padhal internet lancar hp lancar, mungkin klo server down ada pemberitahuan lbih baik",3,3.104.0,17/03/2024
Gaguna banget ini apk. Potongan nya gede bnget klo tf dr dana... Mending pake dana aja,1,3.104.0,17/03/2024
"Kenapa uang saya bisa hilang? Padahal saya memiliki 33.500 ribu Tolong kembalikan uang saya, saya rugi besar",1,3.104.0,17/03/2024
"Ovo kalo ga eror yah eror ,parah ga berubah berubah",1,3.104.0,17/03/2024
"anjjng saldo ketahan gara gara gabisa tf ke qr, tolong segera diperbaiki",1,3.104.0,17/03/2024
Ok..tp agak susah upgrednyalewat camera ..ktp jd masalah..sampai skrng gqak bisa ugread aku..peninglsh😩,3,3.104.0,17/03/2024
"Lu minta perbarui gw perbarui tapi blom berhasil juga, gw mau nransfer jadi kaga bisa aplikasi gk jelas",5,3.104.0,17/03/2024
Beneran parah buat transaksi sekali bisa bentar aja udah gak bisa lagi,1,3.104.0,17/03/2024
"Saya TF Ke Bank Pakai QR Kenapa Ga Masuk² Saldo Nya, Padahal Udh Jelas Berhasil Teransfer, Kecewa Banget",1,3.104.0,17/03/2024
Kenapa pengiriman eroo tot,1,3.104.0,17/03/2024
Ini gimana kejelasan nya. Masa uang yang saya transfer masih status transaksi di proses. Mohon kejelasan nya jangan sampai gara gara masalah gini jadi berkurang peminat ovo... Pusat bantuan ga ada bagus bagus nya cuma copy paste aja. Hilang respect ke apk ini.,1,3.104.0,17/03/2024
Sangat mudah menggunakan ovo,5,3.104.0,17/03/2024
"18 maret 2024 . Kecewa banget sama apk ovo,Transferan saya masih di pending selama 2hari kerja... Makin kesini ovo ancur banget tidak layak di pakai... Apk Parah lemah payah..",1,3.104.0,17/03/2024
"aplikasi e wallet paling buruk, transfer selalu gagal",1,3.104.0,17/03/2024
Aku udah coba beru ulang kali ganti pin koh koh salah terus yah gimana cara ganti pinya yah yang lama lupa,2,3.104.0,17/03/2024
"Praktis,cepat,aman",5,3.104.0,17/03/2024
Kenapa transfer pending ya? Padahal saldo diovo sudah berkurang. Mohon bantuannya,1,3.104.0,17/03/2024
Ovo tolol bego gara2 lu gua jd ga bisa bayar kuliah mana duitnya di ovo semua gimana coba knp sih harus update primer Segala weh nyusahin ajh luh,1,3.104.0,17/03/2024
"Transfer sering gagal dan customer service ribet, saya perlu 2 jam lebih hanya untuk memindahkan seluruh uang saya dari ovo ke aplikasi sebelah, sangat tidak di rekomendasikan memakai ovo karena user interface yang ribet, pelayanan buruk serta kualitas sistemnya sering error",1,3.104.0,17/03/2024
Kren ni apk.. hatur nuhun OVO 👍,5,3.104.0,17/03/2024
Selalu gangguan...setiap hari kayak gini nyesal mengungakan apk ovo ini kecewa,1,3.104.0,17/03/2024
"Kok aplikasi ovo kaya xa makin susah ya? Setelah diupgrade kok makin lemot pelayanan xa, tapi kalo sudah urusan potongan (biaya transaksi) paling cepat dan mahal pula 😩. Mana Gak ada kotak pengaduan xa lg! Huh 😓 Sumpah , asli payah",1,3.104.0,17/03/2024
Alhamdulillah dengan pky ovo semua jdi mudah trmksh bwt ovo..moga sukses trs,5,3.104.0,17/03/2024
"Sangat membantu, mudah dimengerti,🙏🙏🙏",5,3.104.0,17/03/2024
Kenapa ni bos .. transfer sesama ovo gagal terus... Klo ngk bisa mengelola walet tutup aja...,1,3.104.0,17/03/2024
Kenapa ngga bisa transfer ya,5,3.104.0,17/03/2024
Aplikasi pencuri saldo,1,3.104.0,17/03/2024
Gak bisa dibuka,1,3.104.0,17/03/2024
Aplikasi abal2 engga bonafit engga profesional aplikasi sampah di update BKN nya benar malah tambah bego dongo tolol setiap transaksi gagal melulu,1,3.104.0,17/03/2024
"Kebanyakan minta maaf lu min, nohhh urusin duit gua yg udah di tf udah mau seminggu belum masuk aja, keenakan makan duit tf an error lu",1,3.104.0,17/03/2024
Bintang 3 dlu.kok abdet premium gagal terus,3,3.104.0,17/03/2024
Bintang 1 dulu buat transaksi gabisa QRis juga gabisa padahal top up sama tranfer ada biaya ini semakin update apk malah busuk perbaiki lagi sistem nya bukanya dipermudah malah dipersulit kocak,1,3.104.0,17/03/2024
"sdh 3 hari kendala transaksi belum berhasil . sampai sekarang belum aja di proses.. sdh chat, kirim email tapi masih aja di suruh menunggu . kasiann lahh uangnya mau di pakaii malah ketahan .",3,3.104.0,17/03/2024
Terima kasih banyak keluhan saya di proses cepat sekarang sudah dapat pakai lagi tf terima kasih ovo 🙏⭐⭐⭐⭐⭐,5,3.104.0,17/03/2024
Tetep mbulet.. gimana nich ovo... Berulang2 masuk... Tetep ditolak.. gmn mksdx ovo nich??? Lapor pun percuma ..🏳️🏳️🏳️🏳️,1,3.104.0,17/03/2024
Kenapa OVO saya gak bisa lagi bayar belanja di LAZADA...???,1,3.104.0,17/03/2024
Ngelagg terusss uang gw nyangkutt,1,3.104.0,17/03/2024
Ovo saya tidak bisa top up,3,3.104.0,17/03/2024
"kocak ga bisa masukin nama lengkap,cma bisa satu huruf mana gk bisa lanjut lg",2,3.104.0,17/03/2024
"Tolong kalo ada tranfer dari dana atau bank jangan di potong dong , dan juga kaya dana kasih gratis tranfer 10x sebulan ke semua bank atau e-wallet.",1,3.104.0,17/03/2024
"He apk babi, ini gimana cara kalo KTP udah pernah di daftar, hubungi cs aja ga bisa",1,3.104.0,17/03/2024
"Saya sangat puas dengan menggunakan kan aplikasi ovo,semua nya jadi mudah",5,3.104.0,17/03/2024
App sampah ribet gak kayak app dana cepat praktis no erroorrr,1,3.104.0,17/03/2024
Gampang transaksi nya,5,3.104.0,17/03/2024
"Puas memakai ovo transaksi mudah, kendala pun direspon cepat. Bravo ovo",5,3.104.0,17/03/2024
"mohon maaf dengan sangat saya berikan bintang 1, padahal saya pelanggan dari awal ada Aplikasi OVO. bahkan dari merchandise ada kartu OVO, tapi dengan kejadian ini, sistem selalu update di aplikasi. tapi perbaikan sistem didalem aplikasi OVO dari fitur dan segala macam nya, sangat buruk. tidak ada perubahan dan progres. terutama CS nya, dan admin di IG. harusnya apapun itu ada Training, ini cara menanggapi konsumen seperti ini. tidak memberikan solusi.",1,3.104.0,17/03/2024
Ini notif pembayaran alodokter knp ga ada yg masuk ya?,1,3.104.0,17/03/2024
"Tolong donk ovo diperbaiki,mau log-in koq ga bisa",3,3.104.0,17/03/2024
Kenapa ni habis update kok malah gini?? Transfer dari kemaren masih di proses terus? Tolong lah di perbaiki lebih baik lagi,3,3.104.0,17/03/2024
Tidak bisa mengubah nama akun,1,3.104.0,17/03/2024
"APLIKASI SAMPAH , MASA FOTO E KTP GAGAL MULU BUAT UPGRADE PREMIER..",1,3.104.0,17/03/2024
"transfer ke bank bni gantung, proses tunggu 2hari kerja.",1,3.104.0,17/03/2024
Akun saya blum bisa dibuka knpa nihh woyy admin. Ada uang di dlm nya,1,3.104.0,17/03/2024
"Saya top up jam 1 malam pake bca,karna gangguan,ket nya nyampe jam 5 subuh perbaikan nya tapi sampe skrg belum juga masuk nih,gimana?? Saldo di BCA berkurang sampe skrg blm masuk juga ke ovo",1,3.104.0,17/03/2024
Enak jadi mudah,5,3.104.0,17/03/2024
Mudah dan cepat pembayaran,5,3.104.0,17/03/2024
"Pembayaran proses terus, ga ke krim kirim tapi saldo udah di ambil",1,3.104.0,17/03/2024
Aplikasi gak jelas uang sya masih fi proses trus saldo sudah terpotong jngan mau lagi klu blum di balikin uangnya,1,3.104.0,17/03/2024
Ini kenapa susah bet buat akun nya asli gak sempat log-in gas bikin akun kepaksa uninstall gak bisa pas ketik nama cuma mentok satu hurup,1,3.104.0,17/03/2024
"Aplikasi taik emang ini, transfer uang aja nunggu sampai beberapa hari baru bisa katanya sementara saldo sudah ke potong setelah di update makin ngaco aja aplikasi taik ini",1,3.104.0,17/03/2024
"Dari semalam top up nggk masuk sampai sekarang padahal urgent, nyesel pake ovo!!",1,3.104.0,17/03/2024
"Kak saya ngk bisa transaksi transfer berkali"" Dicoba kenapa yah",2,3.104.0,17/03/2024
