content,score,at,token,lemmatized,clean,period,sentiment,is_positive,is_negative,rating_sentiment
payah masa limit gede ambil pulsa saja bisa apalagi ambil lain,1,2023-04-25,"['payah', 'limit', 'gede', 'ambil', 'pulsa', 'ambil']",payah limit gede ambil pulsa ambil,payah limit gede ambil pulsa ambil,2023-04,NEGATIVE,0,1,NEGATIVE
track record bagus limit tidak pernah naikkan,5,2023-04-02,"['track', 'record', 'bagus', 'limit', 'naikkan']",track record bagus limit naik,track record bagus limit naikkan,2023-04,POSITIVE,1,0,POSITIVE
sangat membantu dalam pembelanjaan saya butuhkan dan mudah digunakan terima kasih,5,2023-04-13,"['membantu', 'pembelanjaan', 'butuhkan', 'mudah', 'terima', 'kasih']",bantu belanja butuh mudah terima kasih,membantu pembelanjaan butuhkan mudah terima kasih,2023-04,POSITIVE,1,0,POSITIVE
sangat membantu ketika terdesak keadaan semoga terus ditingkatkan pelayanannya bravo kredivo,5,2023-04-30,"['membantu', 'terdesak', 'semoga', 'ditingkatkan', 'pelayanannya', 'bravo', 'kredivo']",bantu desak moga tingkat layan bravo kredivo,membantu terdesak semoga ditingkatkan pelayanannya bravo kredivo,2023-04,POSITIVE,1,0,POSITIVE
keren ini memang mudah sangat membantu meringan akan beban,5,2023-04-10,"['keren', 'mudah', 'membantu', 'meringan', 'beban']",keren mudah bantu mering beban,keren mudah membantu meringan beban,2023-04,POSITIVE,1,0,POSITIVE
baru mau mulai hutang tapi ditolak suruh tunggu bulan heu,1,2023-04-05,"['hutang', 'ditolak', 'suruh', 'tunggu', 'heu']",hutang tolak suruh tunggu heu,hutang ditolak suruh tunggu heu,2023-04,NEGATIVE,0,1,NEGATIVE
amazing sangat fleksibel fast respons dan tidak terlalu rumit untuk pengajuan hanya hitungan detik,5,2023-04-03,"['amazing', 'fleksibel', 'fast', 'respons', 'rumit', 'pengajuan', 'hitungan', 'detik']",amazing fleksibel fast respons rumit aju hitung detik,amazing fleksibel fast respons rumit pengajuan hitungan detik,2023-04,POSITIVE,1,0,POSITIVE
terima kasih memang mantap dan masih yang terbaik selamat dan sukses untuk akulaku,5,2023-04-28,"['terima', 'kasih', 'mantap', 'terbaik', 'selamat', 'sukses', 'akulaku']",terima kasih mantap baik selamat sukses akulaku,terima kasih mantap terbaik selamat sukses akulaku,2023-04,POSITIVE,1,0,POSITIVE
aku laku memberikan pinjaman untuk anda membutuhkan terima kasih aku laku,5,2023-04-12,"['laku', 'pinjaman', 'membutuhkan', 'terima', 'kasih', 'laku']",laku pinjam butuh terima kasih laku,laku pinjaman membutuhkan terima kasih laku,2023-04,POSITIVE,1,0,POSITIVE
terima kasih paylater saya sudah bisa gunakan lagi mantap joss,5,2023-04-15,"['terima', 'kasih', 'paylater', 'mantap', 'joss']",terima kasih paylater mantap joss,terima kasih paylater mantap joss,2023-04,POSITIVE,1,0,POSITIVE
lancar jaya mantap buat mengambil barang cepat cair,5,2023-04-06,"['lancar', 'jaya', 'mantap', 'mengambil', 'barang', 'cepat', 'cair']",lancar jaya mantap ambil barang cepat cair,lancar jaya mantap mengambil barang cepat cair,2023-04,POSITIVE,1,0,POSITIVE
payah dana cicil susah pinjam pelunasan langsung turun limit dan susah pengajuan lagi,1,2023-04-07,"['payah', 'dana', 'cicil', 'susah', 'pinjam', 'pelunasan', 'langsung', 'turun', 'limit', 'susah', 'pengajuan']",payah dana cicil susah pinjam lunas langsung turun limit susah aju,payah dana cicil susah pinjam pelunasan langsung turun limit susah pengajuan,2023-04,NEGATIVE,0,1,NEGATIVE
tolong hapus akun saya tidak mau data pribadi salah gunakan,2,2023-04-25,"['tolong', 'hapus', 'akun', 'data', 'pribadi', 'salah']",tolong hapus akun data pribadi salah,tolong hapus akun data pribadi salah,2023-04,NEGATIVE,0,1,NEGATIVE
nagihnya kebangetan iteror telepon terus padahal sudah bayar tepat waktu,1,2023-04-14,"['nagihnya', 'kebangetan', 'iteror', 'telepon', 'bayar']",nagihnya banget iteror telepon bayar,nagihnya kebangetan iteror telepon bayar,2023-04,NEGATIVE,0,1,NEGATIVE
dapat pinjaman dari aplikasi ini sangat bagus bisa membantu yang sedang membutuhkan dana,5,2023-04-27,"['pinjaman', 'aplikasi', 'bagus', 'membantu', 'membutuhkan', 'dana']",pinjam aplikasi bagus bantu butuh dana,pinjaman aplikasi bagus membantu membutuhkan dana,2023-04,POSITIVE,1,0,POSITIVE
sangat mudah pncairan pinjamany terima kasih semoga selalu lncar terus kredivo,5,2023-04-06,"['mudah', 'pncairan', 'pinjamany', 'terima', 'kasih', 'semoga', 'lncar', 'kredivo']",mudah pncairan pinjamany terima kasih moga lncar kredivo,mudah pncairan pinjamany terima kasih semoga lncar kredivo,2023-04,POSITIVE,1,0,POSITIVE
pelayanan terbagus banding pinjol yang lainnya mantap,5,2023-04-19,"['pelayanan', 'terbagus', 'banding', 'pinjol', 'mantap']",layan bagus banding pinjol mantap,pelayanan terbagus banding pinjol mantap,2023-04,POSITIVE,1,0,POSITIVE
cuma semua jadi lengkap dan bermanfaat semoga apl menjadi apl nomor,5,2023-04-24,"['lengkap', 'bermanfaat', 'semoga', 'apl', 'apl', 'nomor']",lengkap manfaat moga apl apl nomor,lengkap bermanfaat semoga apl apl nomor,2023-04,POSITIVE,1,0,POSITIVE
praktis dan ringkas serta cepat proses nya,5,2023-04-06,"['praktis', 'ringkas', 'cepat', 'proses', 'nya']",praktis ringkas cepat proses nya,praktis ringkas cepat proses nya,2023-04,POSITIVE,1,0,POSITIVE
pengajuan dan pencairannya lumayan cepat dan sangat membantu,5,2023-04-07,"['pengajuan', 'pencairannya', 'lumayan', 'cepat', 'membantu']",aju cair lumayan cepat bantu,pengajuan pencairannya lumayan cepat membantu,2023-04,POSITIVE,1,0,POSITIVE
buruk terlambat beberapa hari saja sudah sebar data hubungin semua nomor keluarga,1,2023-04-12,"['buruk', 'terlambat', 'sebar', 'data', 'hubungin', 'nomor', 'keluarga']",buruk lambat sebar data hubungin nomor keluarga,buruk terlambat sebar data hubungin nomor keluarga,2023-04,NEGATIVE,0,1,NEGATIVE
mantap saya suka aku laku pinjaman gampang munggu detikan saja,5,2023-04-22,"['mantap', 'suka', 'laku', 'pinjaman', 'gampang', 'munggu', 'detikan']",mantap suka laku pinjam gampang munggu detik,mantap suka laku pinjaman gampang munggu detikan,2023-04,POSITIVE,1,0,POSITIVE
saya sangat puas belanja pengiriman cepat dan kurir ramah sukses terus akulaku,5,2023-04-15,"['puas', 'belanja', 'pengiriman', 'cepat', 'kurir', 'ramah', 'sukses', 'akulaku']",puas belanja kirim cepat kurir ramah sukses akulaku,puas belanja pengiriman cepat kurir ramah sukses akulaku,2023-04,POSITIVE,1,0,POSITIVE
sangat berguna untuk pembayaran terus tingkatkan kembali mantap pol,5,2023-04-23,"['berguna', 'pembayaran', 'tingkatkan', 'mantap', 'pol']",guna bayar tingkat mantap pol,berguna pembayaran tingkatkan mantap pol,2023-04,POSITIVE,1,0,POSITIVE
sudah beli barang banyak limit naik hadeh kacau aku laku sekarang parah akulalu tahun ini,2,2023-04-16,"['beli', 'barang', 'limit', 'hadeh', 'kacau', 'laku', 'parah', 'akulalu']",beli barang limit hadeh kacau laku parah akulalu,beli barang limit hadeh kacau laku parah akulalu,2023-04,NEGATIVE,0,1,NEGATIVE
selalu membantu dan penagihnya sopan wlwpun beberapa nunggak terima kasih,5,2023-04-10,"['membantu', 'penagihnya', 'sopan', 'wlwpun', 'nunggak', 'terima', 'kasih']",bantu tagih sopan wlwpun nunggak terima kasih,membantu penagihnya sopan wlwpun nunggak terima kasih,2023-04,POSITIVE,1,0,POSITIVE
terima kasih untuk kembali percaya sama akun saya semoga semakin terus naik ratingnya,5,2023-04-02,"['terima', 'kasih', 'percaya', 'akun', 'semoga', 'ratingnya']",terima kasih percaya akun moga ratingnya,terima kasih percaya akun semoga ratingnya,2023-04,POSITIVE,1,0,POSITIVE
aplikasi aneh data simpen acc tidak log susah pembatalan pembekuan akun susah,1,2023-04-01,"['aplikasi', 'aneh', 'data', 'simpen', 'acc', 'log', 'susah', 'pembatalan', 'pembekuan', 'akun', 'susah']",aplikasi aneh data simpen acc log susah batal beku akun susah,aplikasi aneh data simpen acc log susah pembatalan pembekuan akun susah,2023-04,NEGATIVE,0,1,NEGATIVE
saya kasih bintang lima kalau lolos share group,5,2023-04-04,"['kasih', 'bintang', 'lolos', 'share', 'group']",kasih bintang lolos share group,kasih bintang lolos share group,2023-04,POSITIVE,1,0,POSITIVE
sudah bagus dan memudahkan saya untuk mencicil kala ada kebutuhan mendesak,5,2023-04-28,"['bagus', 'memudahkan', 'mencicil', 'kebutuhan', 'mendesak']",bagus mudah cicil butuh desak,bagus memudahkan mencicil kebutuhan mendesak,2023-04,POSITIVE,1,0,POSITIVE
sangat membantu sekali disaat sedang membutuhkan rekomendasi terima kasih akulaku,5,2023-04-13,"['membantu', 'disaat', 'membutuhkan', 'rekomendasi', 'terima', 'kasih', 'akulaku']",bantu saat butuh rekomendasi terima kasih akulaku,membantu disaat membutuhkan rekomendasi terima kasih akulaku,2023-04,POSITIVE,1,0,POSITIVE
aplikasi nya sangat mudah dan pendaftaranya sangat cepat penilaian saya sangat bagus karena sangat membanti sekali,4,2023-04-06,"['aplikasi', 'nya', 'mudah', 'pendaftaranya', 'cepat', 'penilaian', 'bagus', 'membanti']",aplikasi nya mudah pendaftaranya cepat nilai bagus membanti,aplikasi nya mudah pendaftaranya cepat penilaian bagus membanti,2023-04,POSITIVE,1,0,POSITIVE
sangat membantu untuk kebutuhan respons cepat mudah langsung cair bunga ringan,5,2023-04-13,"['membantu', 'kebutuhan', 'respons', 'cepat', 'mudah', 'langsung', 'cair', 'bunga', 'ringan']",bantu butuh respons cepat mudah langsung cair bunga ringan,membantu kebutuhan respons cepat mudah langsung cair bunga ringan,2023-04,POSITIVE,1,0,POSITIVE
sangat buruk sudah pinjaman juta terlambat hari saja limit sudah diturunkan sangat brk,1,2023-04-03,"['buruk', 'pinjaman', 'juta', 'terlambat', 'limit', 'diturunkan', 'brk']",buruk pinjam juta lambat limit turun brk,buruk pinjaman juta terlambat limit diturunkan brk,2023-04,NEGATIVE,0,1,NEGATIVE
terima kasih sudah menjadi opsi terbaik dan insyaallah selalu amanah aminn,5,2023-04-11,"['terima', 'kasih', 'opsi', 'terbaik', 'insyaallah', 'amanah', 'aminn']",terima kasih opsi baik insyaallah amanah aminn,terima kasih opsi terbaik insyaallah amanah aminn,2023-04,POSITIVE,1,0,POSITIVE
sangat membantu pengeluaran tidak terduga terima kasih akulaku,5,2023-04-10,"['membantu', 'pengeluaran', 'terduga', 'terima', 'kasih', 'akulaku']",bantu keluar duga terima kasih akulaku,membantu pengeluaran terduga terima kasih akulaku,2023-04,POSITIVE,1,0,POSITIVE
sangat membantu banget terima kasih jaya terus,5,2023-04-25,"['membantu', 'banget', 'terima', 'kasih', 'jaya']",bantu banget terima kasih jaya,membantu banget terima kasih jaya,2023-04,POSITIVE,1,0,POSITIVE
sangat membantu sekali dengan cicilan murah kadang keterima uang full tanpa potongan admin dan lain lain,5,2023-04-11,"['membantu', 'cicilan', 'murah', 'kadang', 'keterima', 'uang', 'full', 'potongan', 'admin']",bantu cicil murah kadang terima uang full potong admin,membantu cicilan murah kadang keterima uang full potongan admin,2023-04,POSITIVE,1,0,POSITIVE
sudah pinjam sudah bayar limit bahkan menurun saya kasih bintang dahulu,2,2023-04-06,"['pinjam', 'bayar', 'limit', 'menurun', 'kasih', 'bintang']",pinjam bayar limit turun kasih bintang,pinjam bayar limit menurun kasih bintang,2023-04,NEGATIVE,0,1,NEGATIVE
sistem sangat buruk semua lancar tetapi bahkan bisa buat belanja aduh tolong perbaikan lagi,2,2023-04-23,"['sistem', 'buruk', 'lancar', 'belanja', 'aduh', 'tolong', 'perbaikan']",sistem buruk lancar belanja aduh tolong baik,sistem buruk lancar belanja aduh tolong perbaikan,2023-04,NEGATIVE,0,1,NEGATIVE
bayar selalu sebelum jatuh tempo tapi sudah langsung dibekukan,1,2023-04-16,"['bayar', 'jatuh', 'tempo', 'langsung', 'dibekukan']",bayar jatuh tempo langsung beku,bayar jatuh tempo langsung dibekukan,2023-04,NEGATIVE,0,1,NEGATIVE
terima kasih buat semoga limitnya bisa naik biar bisa cicil buat,5,2023-04-27,"['terima', 'kasih', 'semoga', 'limitnya', 'biar', 'cicil']",terima kasih moga limit biar cicil,terima kasih semoga limitnya biar cicil,2023-04,POSITIVE,1,0,POSITIVE
aftar tidak rumit meskipun kasih limit kecil tapi syukurin saja semoga betmanfaat,5,2023-04-04,"['aftar', 'rumit', 'kasih', 'limit', 'syukurin', 'semoga', 'betmanfaat']",aftar rumit kasih limit syukurin moga betmanfaat,aftar rumit kasih limit syukurin semoga betmanfaat,2023-04,POSITIVE,1,0,POSITIVE
sangat mengecewakan padahal cuma beli pulsa sehari kali sudah bisa gunakan lagi blokir permanen,1,2023-04-10,"['mengecewakan', 'beli', 'pulsa', 'sehari', 'kali', 'blokir', 'permanen']",kecewa beli pulsa hari kali blokir permanen,mengecewakan beli pulsa sehari kali blokir permanen,2023-04,NEGATIVE,0,1,NEGATIVE
prosesnya mudah dan cepat semoga lolos verifikasi aamiin,5,2023-04-01,"['prosesnya', 'mudah', 'cepat', 'semoga', 'lolos', 'verifikasi', 'aamiin']",proses mudah cepat moga lolos verifikasi aamiin,prosesnya mudah cepat semoga lolos verifikasi aamiin,2023-04,POSITIVE,1,0,POSITIVE
pelayanan pengaduan lama ditindak lanjuti disuruh tunggu terus tidak ada hasil,1,2023-04-01,"['pelayanan', 'pengaduan', 'ditindak', 'lanjuti', 'disuruh', 'tunggu', 'hasil']",layan adu tindak lanjut suruh tunggu hasil,pelayanan pengaduan ditindak lanjuti disuruh tunggu hasil,2023-04,NEGATIVE,0,1,NEGATIVE
bayar sebelum japo ngajuin lagi langsung tolak kenapa inii,1,2023-04-27,"['bayar', 'japo', 'ngajuin', 'langsung', 'tolak', 'inii']",bayar japo ngajuin langsung tolak ini,bayar japo ngajuin langsung tolak inii,2023-04,NEGATIVE,0,1,NEGATIVE
wihh keren banget membantu saat lagi kepepet,5,2023-04-09,"['wihh', 'keren', 'banget', 'membantu', 'kepepet']",wihh keren banget bantu pepet,wihh keren banget membantu kepepet,2023-04,POSITIVE,1,0,POSITIVE
seru banget pakai nih sayangnya untuk reward point exp terlalu sebentar hanya hari,4,2023-04-01,"['seru', 'banget', 'pakai', 'nih', 'sayangnya', 'reward', 'point', 'exp', 'sebentar']",seru banget pakai nih sayang reward point exp sebentar,seru banget pakai nih sayangnya reward point exp sebentar,2023-04,POSITIVE,1,0,POSITIVE
sangat membantu sekali peeihal bayar latter tetapi kenapa yang pinjam tidak bisa,5,2023-04-25,"['membantu', 'peeihal', 'bayar', 'latter', 'pinjam']",bantu peeihal bayar latter pinjam,membantu peeihal bayar latter pinjam,2023-04,POSITIVE,1,0,POSITIVE
sangat bermanfaat dan membantu orang dalam pembelian barang,5,2023-04-21,"['bermanfaat', 'membantu', 'orang', 'pembelian', 'barang']",manfaat bantu orang beli barang,bermanfaat membantu orang pembelian barang,2023-04,POSITIVE,1,0,POSITIVE
memang mudah untuk pengajuan pinjaman cepat dan aman,5,2023-04-28,"['mudah', 'pengajuan', 'pinjaman', 'cepat', 'aman']",mudah aju pinjam cepat aman,mudah pengajuan pinjaman cepat aman,2023-04,POSITIVE,1,0,POSITIVE
mudahan pengajuan awal acc terima kasih mantap,5,2023-04-30,"['mudahan', 'pengajuan', 'acc', 'terima', 'kasih', 'mantap']",mudah aju acc terima kasih mantap,mudahan pengajuan acc terima kasih mantap,2023-04,POSITIVE,1,0,POSITIVE
sangat membantu bunga pinjaman kecil gampang cair juga,5,2023-04-25,"['membantu', 'bunga', 'pinjaman', 'gampang', 'cair']",bantu bunga pinjam gampang cair,membantu bunga pinjaman gampang cair,2023-04,POSITIVE,1,0,POSITIVE
parah makin kesini tidak bisa transaksi pulsa cicilan sue sudah mending uninstall saja,1,2023-04-25,"['parah', 'kesini', 'transaksi', 'pulsa', 'cicilan', 'sue', 'mending', 'uninstall']",parah kesini transaksi pulsa cicil sue mending uninstall,parah kesini transaksi pulsa cicilan sue mending uninstall,2023-04,NEGATIVE,0,1,NEGATIVE
sangat puas cuma agak sulit untuk pengajuan pinjaman nya,5,2023-04-03,"['puas', 'sulit', 'pengajuan', 'pinjaman', 'nya']",puas sulit aju pinjam nya,puas sulit pengajuan pinjaman nya,2023-04,POSITIVE,1,0,POSITIVE
sangat membantu dengan adanya fitur paylater terima kasih,5,2023-04-18,"['membantu', 'fitur', 'paylater', 'terima', 'kasih']",bantu fitur paylater terima kasih,membantu fitur paylater terima kasih,2023-04,POSITIVE,1,0,POSITIVE
habis saya lunasin masa bisa transaki lagi merek doank ojk kuat bayarr najiss,1,2023-04-24,"['habis', 'lunasin', 'transaki', 'merek', 'doank', 'ojk', 'kuat', 'bayarr', 'najiss']",habis lunasin transaki merek doank ojk kuat bayarr najiss,habis lunasin transaki merek doank ojk kuat bayarr najiss,2023-04,NEGATIVE,0,1,NEGATIVE
terima kasih lancar dan sukses buat kita mantap,5,2023-04-04,"['terima', 'kasih', 'lancar', 'sukses', 'mantap']",terima kasih lancar sukses mantap,terima kasih lancar sukses mantap,2023-04,POSITIVE,1,0,POSITIVE
sangat membantu sayaa sudah hadir hanya kamu selalu membantu saat butuhkan sukses ya,5,2023-04-16,"['membantu', 'sayaa', 'hadir', 'membantu', 'butuhkan', 'sukses', 'ya']",bantu sayaa hadir bantu butuh sukses ya,membantu sayaa hadir membantu butuhkan sukses ya,2023-04,POSITIVE,1,0,POSITIVE
terbukti mempermudah segala transaksi dengan tanpa memberatkan penggunanya,5,2023-04-12,"['terbukti', 'mempermudah', 'transaksi', 'memberatkan', 'penggunanya']",bukti mudah transaksi berat guna,terbukti mempermudah transaksi memberatkan penggunanya,2023-04,POSITIVE,1,0,POSITIVE
alhmdulilah membantu sekali dalam keadaan darurat terima kasih,5,2023-04-03,"['alhmdulilah', 'membantu', 'darurat', 'terima', 'kasih']",alhmdulilah bantu darurat terima kasih,alhmdulilah membantu darurat terima kasih,2023-04,POSITIVE,1,0,POSITIVE
yang sangat membantu bagus sekali terima kasih kredivo,5,2023-04-03,"['membantu', 'bagus', 'terima', 'kasih', 'kredivo']",bantu bagus terima kasih kredivo,membantu bagus terima kasih kredivo,2023-04,POSITIVE,1,0,POSITIVE
cepat dan aman pelayanan cuman pelanggan pelayanan harus ada juga biar lebih cepat,5,2023-04-01,"['cepat', 'aman', 'pelayanan', 'cuman', 'pelanggan', 'pelayanan', 'biar', 'cepat']",cepat aman layan cuman langgan layan biar cepat,cepat aman pelayanan cuman pelanggan pelayanan biar cepat,2023-04,POSITIVE,1,0,POSITIVE
kali ngajuin selalu tolak tolong hapus data saya,1,2023-04-08,"['kali', 'ngajuin', 'tolak', 'tolong', 'hapus', 'data']",kali ngajuin tolak tolong hapus data,kali ngajuin tolak tolong hapus data,2023-04,NEGATIVE,0,1,NEGATIVE
dibayar sebelum jatuh tempo bahkan pengajuan lagi ditolak terus,1,2023-04-21,"['dibayar', 'jatuh', 'tempo', 'pengajuan', 'ditolak']",bayar jatuh tempo aju tolak,dibayar jatuh tempo pengajuan ditolak,2023-04,NEGATIVE,0,1,NEGATIVE
bagus upgrade pinjaman lebih besar selalu tolak pembayaran selalu tepat waktu,5,2023-04-29,"['bagus', 'upgrade', 'pinjaman', 'tolak', 'pembayaran']",bagus upgrade pinjam tolak bayar,bagus upgrade pinjaman tolak pembayaran,2023-04,POSITIVE,1,0,POSITIVE
cepat mudah jam siap cuan matapp bontang bicara sudah,5,2023-04-15,"['cepat', 'mudah', 'jam', 'cuan', 'matapp', 'bontang', 'bicara']",cepat mudah jam cuan matapp bontang bicara,cepat mudah jam cuan matapp bontang bicara,2023-04,POSITIVE,1,0,POSITIVE
commerce paling dibutuhkan disaat lagi butuh bayar cicil lagi love you akulaku,5,2023-04-14,"['commerce', 'dibutuhkan', 'disaat', 'butuh', 'bayar', 'cicil', 'love', 'you', 'akulaku']",commerce butuh saat butuh bayar cicil love you akulaku,commerce dibutuhkan disaat butuh bayar cicil love you akulaku,2023-04,POSITIVE,1,0,POSITIVE
sangat membantu juga tenornya bunga lumayan rendah,5,2023-04-28,"['membantu', 'tenornya', 'bunga', 'lumayan', 'rendah']",bantu tenor bunga lumayan rendah,membantu tenornya bunga lumayan rendah,2023-04,POSITIVE,1,0,POSITIVE
sulit dipahami limit naik tapi tidak bisa dipakai menyedihkan,1,2023-04-19,"['sulit', 'dipahami', 'limit', 'dipakai', 'menyedihkan']",sulit paham limit pakai sedih,sulit dipahami limit dipakai menyedihkan,2023-04,NEGATIVE,0,1,NEGATIVE
tidak pernah terlambat bayar limit lumayan besar tiba akun tidak bisa digunakan aneh,1,2023-04-01,"['terlambat', 'bayar', 'limit', 'lumayan', 'akun', 'aneh']",lambat bayar limit lumayan akun aneh,terlambat bayar limit lumayan akun aneh,2023-04,NEGATIVE,0,1,NEGATIVE
prosesnya cepat tidak rumit kasih bintang semoga punya cepat acc,5,2023-04-25,"['prosesnya', 'cepat', 'rumit', 'kasih', 'bintang', 'semoga', 'cepat', 'acc']",proses cepat rumit kasih bintang moga cepat acc,prosesnya cepat rumit kasih bintang semoga cepat acc,2023-04,POSITIVE,1,0,POSITIVE
trinakasih sudah yang bagus dengan pelayanan cepat suku bunga rendah dan cicilan hingga bulan,5,2023-04-05,"['trinakasih', 'bagus', 'pelayanan', 'cepat', 'suku', 'bunga', 'rendah', 'cicilan']",trinakasih bagus layan cepat suku bunga rendah cicil,trinakasih bagus pelayanan cepat suku bunga rendah cicilan,2023-04,POSITIVE,1,0,POSITIVE
